task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_5360,Knowledge Manager,137122.0,other,ai_assisted,support the exchange of knowledge between departments and teams.,den Austausch von Wissen zwischen Abteilungen und Teams unterstützen.,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.9,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.8,SK-COG-014,Information Management,Informationsmanagement,0.75,3
BN_5361,Knowledge Manager,137122.0,other,stays_with_you,Train employees in using knowledge management systems.,Mitarbeiter im Umgang mit Wissensmanagementsystemen schulen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,0.8,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.75,3
BN_5362,Knowledge Manager,137122.0,other,high_ai_potential,ensure the operation of the knowledge management system in the intranet.,den Betrieb des Wissensmanagementsystems im Intranet sicherstellen.,SK-OPS-002,Operations Management,Betriebsmanagement,0.9,SK-DIG-004,IT Systems & Infrastructure,IT-Systeme und Infrastruktur,0.75,SK-COG-014,Information Management,Informationsmanagement,0.7,3
BN_5363,Knowledge Manager,137122.0,other,ai_assisted,stay informed about new developments in knowledge management.,sich über neue Entwicklungen im Wissensmanagement informieren.,SK-COG-015,Continuous Learning,Kontinuierliches Lernen,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.8,,,,,2
BN_5364,Wound Manager,130953.0,other,stays_with_you,Create wound care concepts and discuss them with the doctors.,Wundversorgungskonzepte erstellen und mit den Ärzten besprechen.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.75,,,,,2
BN_5365,Wound Manager,130953.0,other,stays_with_you,Select aids and use them for cleaning and dressing the wound.,Hilfsmittel auswählen und beim Reinigen und Verbinden der Wunde verwenden.,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.85,SK-OPS-017,Cleaning & Maintenance,Reinigung und Instandhaltung,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.7,3
BN_5366,Wound Manager,130953.0,other,stays_with_you,Perform dressing changes and wound cleaning and monitor the healing process.,Verbandwechsel und Wundreinigung durchführen und den Heilungsverlauf kontrollieren.,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.95,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.85,SK-DOM-013,Therapeutic Interventions,Therapeutische Interventionen,0.7,3
BN_5367,Wound Manager,130953.0,other,ai_assisted,Prevent chronic wounds.,Vorbeugung von chronischen Wunden.,SK-DOM-011,Health Promotion & Prevention,Gesundheitsförderung und Prävention,0.9,SK-COG-010,Risk Assessment,Risikobewertung,0.75,,,,,2
BN_5368,Wound Manager,130953.0,other,stays_with_you,Support pain management and perform pain-free dressing changes.,Schmerzmanagement unterstützen und schmerzfreie Verbandwechsel durchführen.,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.9,SK-DOM-013,Therapeutic Interventions,Therapeutische Interventionen,0.85,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.8,3
BN_5369,Wound Manager,130953.0,other,automatable,Create wound and treatment documentation.,Wund- und Behandlungsdokumentation erstellen.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.75,3
BN_5370,Wound Manager,130953.0,other,stays_with_you,Regularly photograph the wound.,Die Wunde regelmäßig fotografieren.,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.85,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,,,,,2
BN_5371,Wound Manager,130953.0,other,automatable,Create a wound documentation sheet with important information.,Einen Wunddokumentationsbogen mit wichtigen Informationen erstellen.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-COG-014,Information Management,Informationsmanagement,0.7,3
BN_5372,Wound Manager,130953.0,other,stays_with_you,Guide and advise patients and relatives on self-care.,Patienten und Angehörige zur Selbstpflege anleiten und beraten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.95,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.85,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.7,3
BN_5373,Dentist,58788.0,health,ai_assisted,Make a diagnosis and predict the course of the disease.,Eine Diagnose stellen und den Krankheitsverlauf vorhersagen.,SK-DOM-003,Medical Diagnosis & Assessment,Medizinische Diagnostik und Befundung,0.95,SK-COG-004,Decision Making,Entscheidungsfindung,0.8,SK-COG-010,Risk Assessment,Risikobewertung,0.75,3
BN_5374,Dentist,58788.0,health,stays_with_you,Suggest alternative treatment methods and offer paid additional services.,Alternative Behandlungsmethoden vorschlagen und kostenpflichtige Zusatzleistungen anbieten.,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,0.9,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.85,,,,,2
BN_5375,Dentist,58788.0,health,stays_with_you,"Advise patients on preventive measures, like the correct tooth brushing technique.","Patienten über Vorsorgemaßnahmen beraten, wie die richtige Zahnputztechnik.",SK-DOM-011,Health Promotion & Prevention,Gesundheitsförderung und Prävention,0.9,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,,,,,2
BN_5376,Dentist,58788.0,health,stays_with_you,"Carry out preventive measures, like removing tartar.","Prophylaxemaßnahmen durchführen, wie das Entfernen von Zahnstein.",SK-DOM-011,Health Promotion & Prevention,Gesundheitsförderung und Prävention,0.85,SK-DOM-004,Clinical Care & Treatment,Klinische Versorgung und Behandlung,0.8,,,,,2
BN_5377,Dentist,58788.0,health,stays_with_you,"Issue prescriptions, certificates, and referrals, as well as create medical reports and expert opinions.","Rezepte, Atteste und Überweisungen ausstellen sowie Arztberichte und Gutachten erstellen.",SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,,,,,2
BN_5378,Dentist,58788.0,health,ai_assisted,"Participate in medical management, such as budget planning and patient administration.","Im Medizinmanagement mitarbeiten, wie bei der Budgetplanung und Patientenverwaltung.",SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,0.85,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.8,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_5379,Dentist,58788.0,health,stays_with_you,Organize and conduct the training and education of medical trainees.,Die Aus- und Weiterbildung von medizinischem Nachwuchs organisieren und durchführen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_5380,Dentist,58788.0,health,high_ai_potential,Carry out quality assurance and quality management.,Die Qualitätssicherung und das Qualitätsmanagement durchführen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.95,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_5381,Dentist,58788.0,health,automatable,Document findings and treatments.,Befunde und Behandlungen dokumentieren.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-DOM-003,Medical Diagnosis & Assessment,Medizinische Diagnostik und Befundung,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,3
BN_5382,Magician,8605.0,other,stays_with_you,Perform magic shows at events.,Zaubershows auf Veranstaltungen durchführen.,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,3
BN_5383,Magician,8605.0,other,stays_with_you,"Demonstrate tricks with cards, scarves, flowers, and dice.","Tricks mit Karten, Tüchern, Blumen und Würfeln vorführen.",SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-005,Creative Thinking,Kreatives Denken,0.75,3
BN_5384,Magician,8605.0,other,stays_with_you,"Include and make objects, people, and animals disappear in the show.","Gegenstände, Menschen und Tiere in die Show einbeziehen und verschwinden lassen.",SK-TEC-015,Artistic & Creative Production,Künstlerische und kreative Produktion,0.9,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.75,3
BN_5385,Magician,8605.0,other,stays_with_you,"Create illusions with technology, light, and sound.","Illusionen mit Technik, Licht und Ton erzeugen.",SK-TEC-015,Artistic & Creative Production,Künstlerische und kreative Produktion,0.9,SK-DIG-016,AV & Media Technology,AV- und Medientechnik,0.85,SK-COG-005,Creative Thinking,Kreatives Denken,0.8,3
BN_5386,Magician,8605.0,other,stays_with_you,Involve the audience to make tricks more lively.,"Das Publikum einbeziehen, um Tricks lebendiger zu machen.",SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-SOC-014,Active Listening,Aktives Zuhören,0.7,3
BN_5387,Magician,8605.0,other,stays_with_you,Hypnotize spectators during stage performances.,Zuschauer hypnotisieren.,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.85,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.8,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.75,3
BN_5388,Magician,8605.0,other,stays_with_you,Incorporate comedy into the magic shows.,Comedy in die Zaubershows einbauen.,SK-COG-005,Creative Thinking,Kreatives Denken,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.75,3
BN_5389,Magician,8605.0,other,stays_with_you,Develop and practice new tricks and program items.,Neue Tricks und Programmpunkte entwickeln und üben.,SK-COG-005,Creative Thinking,Kreatives Denken,0.95,SK-COG-019,Taking Initiative,Eigeninitiative zeigen,0.8,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,3
BN_5390,Magician,8605.0,other,stays_with_you,Lighten up events as a host with magic tricks.,Veranstaltungen als Moderator mit Zaubertricks auflockern.,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,3
BN_5391,Magician,8605.0,other,ai_assisted,Take on organizational tasks.,Organisatorische Aufgaben übernehmen.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.9,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,,,,,2
BN_5392,Magician,8605.0,other,stays_with_you,Negotiate with artist agencies.,Mit Künstleragenturen verhandeln.,SK-SOC-003,Negotiation,Verhandlungsführung,0.95,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,,,,,2
BN_5393,Magician,8605.0,other,stays_with_you,Coordinate dates and program items with organizers.,Mit Veranstaltern Termine und Programmpunkte absprechen.,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.75,3
BN_5394,Magician,8605.0,other,stays_with_you,Negotiate fees for show bookings.,Gagen verhandeln.,SK-SOC-003,Negotiation,Verhandlungsführung,0.95,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.8,SK-SOC-020,Contract Management,Vertragsmanagement,0.7,3
GEN_0001,Account Auditor,7683.0,finance,automatable,Verify inventory against stock records.,Lagerbestände mit Bestandsaufzeichnungen abgleichen.,SK-OPS-021,Inventory & Stock Management,Bestands- und Lagerverwaltung,0.9,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,,,,,2
GEN_0002,Account Auditor,7683.0,finance,high_ai_potential,Trace transactions through accounting systems.,Transaktionen in Buchführungssystemen nachverfolgen.,SK-OPS-009,Financial Transactions & Accounting,Finanzgeschäfte und Buchhaltung,0.95,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
GEN_0003,Account Auditor,7683.0,finance,high_ai_potential,Assess internal control effectiveness for financial reporting.,Wirksamkeit interner Kontrollen für die Finanzberichterstattung bewerten.,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.95,SK-COG-010,Risk Assessment,Risikobewertung,0.85,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.8,3
GEN_0004,Account Auditor,7683.0,finance,sensitive,Review tax compliance and filings.,Steuerliche Einhaltung und Meldungen prüfen.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.95,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
GEN_0005,Account Auditor,7683.0,finance,high_ai_potential,Compare budgets against actual spending.,Budgets mit tatsächlichen Ausgaben vergleichen.,SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,0.95,SK-COG-007,Financial Analysis,Finanzanalyse,0.75,,,,,2
GEN_0006,Account Auditor,7683.0,finance,high_ai_potential,Evaluate depreciation schedules and valuations.,Abschreibungspläne und Bewertungen überprüfen.,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.75,,,,,2
GEN_0007,Account Auditor,7683.0,finance,ai_assisted,Follow up on corrective actions.,Korrekturmaßnahmen nachverfolgen.,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.85,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
GEN_0008,Account Auditor,7683.0,finance,stays_with_you,Present findings to management.,Ergebnisse der Geschäftsführung vorstellen.,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.7,3
GEN_0009,Game Programmer,130066.0,tech,high_ai_potential,Build physics systems for object interactions.,Physiksysteme für Objektinteraktionen entwickeln.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-COG-002,Problem Solving,Problemlösung,0.8,,,,,2
GEN_0010,Game Programmer,130066.0,tech,high_ai_potential,Optimize rendering for target frame rates.,Rendering für Ziel-Bildraten optimieren.,SK-COG-002,Problem Solving,Problemlösung,0.9,,,,,,,,,1
GEN_0011,Game Programmer,130066.0,tech,high_ai_potential,Write network code for multiplayer sync.,Netzwerkcode für Multiplayer-Synchronisation schreiben.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-DIG-004,IT Systems & Infrastructure,IT-Systeme und Infrastruktur,0.75,,,,,2
GEN_0012,Game Programmer,130066.0,tech,high_ai_potential,Create animation state machines for characters.,Animations-Zustandsautomaten für Spielfiguren erstellen.,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,0.85,SK-DIG-010,Digital Machine Control,Digitale Maschinensteuerung,0.75,,,,,2
GEN_0013,Game Programmer,130066.0,tech,high_ai_potential,Integrate audio with game events.,Audio mit Spielereignissen verknüpfen.,SK-DIG-016,AV & Media Technology,AV- und Medientechnik,0.9,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,0.75,,,,,2
GEN_0014,Game Programmer,130066.0,tech,automatable,Write automated test scripts for bugs.,Automatisierte Testskripte für Fehlersuche schreiben.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-DIG-015,Automation & Digital Workflows,Automatisierung und digitale Abläufe,0.8,3
GEN_0015,Game Programmer,130066.0,tech,high_ai_potential,Find and fix memory leaks.,Speicherlecks finden und beheben.,SK-COG-002,Problem Solving,Problemlösung,0.95,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,,,,,2
GEN_0016,Game Programmer,130066.0,tech,automatable,Document code architecture for the team.,Code-Architektur für das Team dokumentieren.,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,0.9,SK-TEC-005,Technical Documentation,Technische Dokumentation,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.7,3
